S1_Temp,S1_Light,S1_Sound,S5_CO2,S6_PIR,Room_Occupancy_Count,day_of_month,week_day,month,year,hour,minute
25.69,155,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,12,20
25.69,155,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,12,21
25.69,155,0.15827430520714528,449.62476171365506,0,2,22,4,12,2017,12,21
25.69,156,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,12,22
25.69,156,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,12,22
25.69,157,0.15827430520714528,449.62476171365506,0,2,22,4,12,2017,12,23
25.69,156,0.15827430520714528,449.62476171365506,0,2,22,4,12,2017,12,24
25.69,157,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,12,24
25.69,157,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,12,25
25.69,156,0.15827430520714528,449.62476171365506,0,2,22,4,12,2017,12,25
25.69,156,0.15827430520714528,449.62476171365506,0,2,22,4,12,2017,12,26
25.69,156,0.15827430520714528,449.62476171365506,0,2,22,4,12,2017,12,26
25.69,155,0.15827430520714528,449.62476171365506,0,2,22,4,12,2017,12,27
25.75,155,0.15827430520714528,449.62476171365506,0,2,22,4,12,2017,12,27
25.69,156,0.15827430520714528,449.62476171365506,0,2,22,4,12,2017,12,28
25.69,156,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,12,28
25.69,156,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,12,29
25.69,155,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,12,29
25.69,156,1.12,645.0,1,3,22,4,12,2017,12,30
25.75,158,0.91,650.0,1,3,22,4,12,2017,12,30
25.75,159,0.55,645.0,1,3,22,4,12,2017,12,31
25.75,159,0.58,655.0,1,3,22,4,12,2017,12,31
25.75,159,0.83,655.0,1,3,22,4,12,2017,12,32
25.75,159,2.62,660.0,1,3,22,4,12,2017,12,32
25.75,158,0.7,660.0,1,3,22,4,12,2017,12,33
25.75,158,0.72,655.0,1,3,22,4,12,2017,12,33
25.81,159,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,12,34
25.75,159,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,12,34
25.75,160,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,12,35
25.81,160,0.79,670.0,1,3,22,4,12,2017,12,35
25.81,160,0.51,680.0,1,3,22,4,12,2017,12,36
25.81,160,0.95,675.0,1,3,22,4,12,2017,12,36
25.81,160,1.01,675.0,1,3,22,4,12,2017,12,37
25.81,160,2.04,675.0,1,3,22,4,12,2017,12,37
25.81,160,0.95,675.0,1,3,22,4,12,2017,12,38
25.81,160,0.96,685.0,1,3,22,4,12,2017,12,38
25.81,159,0.58,690.0,1,3,22,4,12,2017,12,39
25.81,159,3.47,690.0,1,3,22,4,12,2017,12,39
25.81,160,0.45,695.0,1,3,22,4,12,2017,12,40
25.81,160,0.83,695.0,1,3,22,4,12,2017,12,40
25.81,160,0.57,700.0,1,3,22,4,12,2017,12,41
25.81,159,1.62,695.0,1,3,22,4,12,2017,12,42
25.81,160,0.71,695.0,1,3,22,4,12,2017,12,42
25.94,163,0.68,810.0,1,3,22,4,12,2017,13,8
25.94,164,0.89,810.0,1,3,22,4,12,2017,13,8
25.94,163,0.63,810.0,1,3,22,4,12,2017,13,9
25.94,163,0.53,815.0,1,3,22,4,12,2017,13,9
25.94,163,2.25,815.0,1,3,22,4,12,2017,13,10
25.94,163,0.41,815.0,1,3,22,4,12,2017,13,10
25.94,162,0.35,815.0,1,3,22,4,12,2017,13,11
25.94,162,1.56,820.0,0,3,22,4,12,2017,13,11
25.94,162,0.79,835.0,1,3,22,4,12,2017,13,12
25.94,162,3.3,840.0,1,3,22,4,12,2017,13,12
25.94,162,1.31,840.0,1,3,22,4,12,2017,13,13
25.94,161,0.52,845.0,1,3,22,4,12,2017,13,13
25.94,162,0.41,845.0,1,3,22,4,12,2017,13,14
25.94,163,1.04,845.0,1,3,22,4,12,2017,13,14
25.94,162,0.33,845.0,1,3,22,4,12,2017,13,15
25.94,162,0.45,840.0,1,3,22,4,12,2017,13,15
25.94,163,0.39,840.0,1,3,22,4,12,2017,13,16
25.94,163,0.15827430520714528,845.0,0,3,22,4,12,2017,13,16
26.0,164,0.2,850.0,1,3,22,4,12,2017,13,17
25.94,163,1.74,855.0,1,3,22,4,12,2017,13,17
26.0,164,0.61,850.0,1,3,22,4,12,2017,13,18
25.94,163,0.99,850.0,1,3,22,4,12,2017,13,19
26.0,163,0.69,845.0,0,3,22,4,12,2017,13,19
25.94,163,0.55,845.0,1,3,22,4,12,2017,13,20
25.94,163,0.5,850.0,1,3,22,4,12,2017,13,20
25.94,164,0.78,855.0,1,3,22,4,12,2017,13,21
26.0,163,1.24,855.0,1,3,22,4,12,2017,13,21
25.94,164,0.35,860.0,1,3,22,4,12,2017,13,22
26.0,164,3.46,855.0,0,3,22,4,12,2017,13,22
26.0,164,0.3,860.0,1,3,22,4,12,2017,13,23
26.0,165,0.76,860.0,1,3,22,4,12,2017,13,23
26.0,164,1.24,860.0,1,3,22,4,12,2017,13,24
26.0,165,2.42,860.0,1,3,22,4,12,2017,13,24
26.0,164,0.15,860.0,0,3,22,4,12,2017,13,25
26.0,164,0.18,865.0,0,3,22,4,12,2017,13,25
26.0,163,0.17,865.0,1,3,22,4,12,2017,13,26
26.0,164,0.15827430520714528,865.0,1,3,22,4,12,2017,13,26
26.0,163,0.15827430520714528,875.0,0,3,22,4,12,2017,13,27
26.0,163,0.15827430520714528,880.0,0,3,22,4,12,2017,13,27
26.0,164,0.15827430520714528,875.0,0,3,22,4,12,2017,13,28
26.0,162,0.56,880.0,1,3,22,4,12,2017,13,28
26.0,163,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,13,29
26.0,164,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,13,30
26.0,165,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,13,30
26.06,165,0.15827430520714528,449.62476171365506,0,2,22,4,12,2017,13,31
26.06,165,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,13,32
26.0,165,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,13,32
26.0,165,0.15827430520714528,449.62476171365506,0,2,22,4,12,2017,13,33
26.0,165,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,13,33
26.06,165,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,13,34
26.06,165,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,13,34
26.06,165,0.15827430520714528,449.62476171365506,0,2,22,4,12,2017,13,35
26.0,165,0.15827430520714528,449.62476171365506,0,2,22,4,12,2017,13,35
26.06,165,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,13,36
26.06,165,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,13,36
26.06,165,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,13,37
26.06,165,0.15827430520714528,449.62476171365506,0,2,22,4,12,2017,13,37
26.06,165,0.15827430520714528,449.62476171365506,0,2,22,4,12,2017,13,38
26.06,164,0.79,865.0,1,3,22,4,12,2017,13,38
26.06,165,1.48,870.0,1,3,22,4,12,2017,13,39
26.06,165,1.09,870.0,1,3,22,4,12,2017,13,39
26.06,165,0.39,885.0,1,3,22,4,12,2017,13,40
26.06,165,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,13,40
26.06,164,0.15827430520714528,449.62476171365506,1,2,22,4,12,2017,13,41
26.06,165,1.08,895.0,1,3,22,4,12,2017,13,41
26.06,165,0.12,890.0,0,3,22,4,12,2017,13,42
26.06,165,0.17,890.0,1,3,22,4,12,2017,13,42
26.06,165,0.97,880.0,1,3,22,4,12,2017,13,43
26.06,165,0.15827430520714528,880.0,1,3,22,4,12,2017,13,43
26.06,165,0.15827430520714528,880.0,0,3,22,4,12,2017,13,44
26.06,164,0.19,875.0,0,3,22,4,12,2017,13,44
26.06,165,0.15827430520714528,875.0,0,3,22,4,12,2017,13,45
26.13,164,0.12,875.0,0,3,22,4,12,2017,13,45
26.06,165,0.15827430520714528,880.0,0,3,22,4,12,2017,13,46
26.06,165,0.65,880.0,1,3,22,4,12,2017,13,46
26.06,165,0.15827430520714528,890.0,1,3,22,4,12,2017,13,47
26.06,164,0.15827430520714528,900.0,1,3,22,4,12,2017,13,47
26.13,164,0.16,905.0,1,3,22,4,12,2017,13,48
26.06,164,0.15827430520714528,910.0,0,3,22,4,12,2017,13,48
26.06,164,0.3,910.0,1,3,22,4,12,2017,13,49
26.06,165,0.83,910.0,1,3,22,4,12,2017,13,49
26.06,164,1.2,910.0,1,3,22,4,12,2017,13,50
26.13,165,1.13,910.0,1,3,22,4,12,2017,13,50
26.06,165,0.55,910.0,1,3,22,4,12,2017,13,51
26.06,165,0.42,910.0,1,3,22,4,12,2017,13,51
26.13,164,0.11,910.0,0,3,22,4,12,2017,13,52
26.06,165,0.41,915.0,0,3,22,4,12,2017,13,52
26.13,165,0.15827430520714528,910.0,0,3,22,4,12,2017,13,53
26.13,165,0.15827430520714528,915.0,1,3,22,4,12,2017,13,54
26.13,165,0.38,920.0,1,3,22,4,12,2017,13,54
26.06,163,0.91,925.0,1,3,22,4,12,2017,13,55
26.13,165,0.88,925.0,1,3,22,4,12,2017,13,55
26.13,165,0.75,930.0,1,3,22,4,12,2017,13,56
26.13,165,0.82,935.0,1,3,22,4,12,2017,13,56
26.13,165,0.48,935.0,1,3,22,4,12,2017,13,57
26.13,165,0.53,935.0,0,3,22,4,12,2017,13,57
26.13,165,0.43,935.0,1,3,22,4,12,2017,13,58
26.13,165,0.13,935.0,1,3,22,4,12,2017,13,58
26.13,165,0.38,935.0,0,3,22,4,12,2017,13,59
26.13,165,0.15827430520714528,935.0,0,3,22,4,12,2017,13,59
26.13,165,0.11,930.0,0,3,22,4,12,2017,14,0
26.13,165,0.34,925.0,1,3,22,4,12,2017,14,0
26.13,165,0.14,925.0,1,3,22,4,12,2017,14,1
26.19,165,0.15827430520714528,930.0,1,3,22,4,12,2017,14,1
26.13,165,0.3,940.0,1,3,22,4,12,2017,14,2
26.19,165,0.15827430520714528,940.0,1,3,22,4,12,2017,14,2
26.13,165,0.15827430520714528,945.0,0,3,22,4,12,2017,14,3
26.13,165,0.36,945.0,0,3,22,4,12,2017,14,3
26.19,165,0.15827430520714528,955.0,0,3,22,4,12,2017,14,4
26.13,165,0.22,960.0,0,3,22,4,12,2017,14,4
26.19,165,0.15827430520714528,965.0,0,3,22,4,12,2017,14,5
26.19,165,0.83,960.0,1,3,22,4,12,2017,14,5
26.19,164,1.52,965.0,1,3,22,4,12,2017,14,6
26.19,163,0.61,970.0,1,3,22,4,12,2017,14,6
26.19,164,0.72,965.0,1,3,22,4,12,2017,14,7
26.19,163,0.12,970.0,1,3,22,4,12,2017,14,7
26.19,163,0.15827430520714528,975.0,0,3,22,4,12,2017,14,8
26.19,164,0.15827430520714528,970.0,0,3,22,4,12,2017,14,8
26.19,163,0.17,965.0,1,3,22,4,12,2017,14,9
26.19,164,1.25,960.0,1,3,22,4,12,2017,14,9
26.19,163,0.16,955.0,0,3,22,4,12,2017,14,10
26.19,164,0.15827430520714528,960.0,1,3,22,4,12,2017,14,10
26.19,164,0.79,965.0,0,3,22,4,12,2017,14,11
26.19,164,0.18,965.0,1,3,22,4,12,2017,14,11
26.19,163,0.13,965.0,1,3,22,4,12,2017,14,12
26.19,163,1.14,965.0,1,3,22,4,12,2017,14,12
26.19,162,1.56,960.0,1,3,22,4,12,2017,14,13
26.19,161,0.77,955.0,1,3,22,4,12,2017,14,14
26.19,158,0.69,950.0,1,3,22,4,12,2017,14,14
26.19,160,0.9,950.0,1,3,22,4,12,2017,14,15
26.19,19,0.15827430520714528,449.62476171365506,1,0,22,4,12,2017,14,15
26.19,19,0.15827430520714528,449.62476171365506,1,0,22,4,12,2017,14,16
26.19,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,16
26.19,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,17
26.19,20,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,18
26.13,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,18
26.19,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,19
26.19,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,19
26.19,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,20
26.19,18,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,20
26.19,18,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,21
26.19,18,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,21
26.13,18,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,22
26.13,18,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,22
26.13,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,23
26.13,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,23
26.06,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,24
26.13,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,24
26.06,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,25
26.13,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,25
26.13,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,26
26.13,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,26
26.06,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,27
26.13,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,27
26.06,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,28
26.06,18,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,28
26.06,18,0.15827430520714528,449.62476171365506,1,0,22,4,12,2017,14,29
26.06,18,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,29
26.06,18,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,30
26.06,18,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,30
26.06,18,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,31
26.06,18,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,31
26.06,18,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,32
26.06,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,32
26.06,19,0.15827430520714528,449.62476171365506,0,0,22,4,12,2017,14,33
